Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,6
1997,..
1998,6
1999,..
2000,6
2001,..
2002,9
2003,10
2004,13
2005,14
2006,17
2007,17
2008,17
2009,17
2010,16
2011,16
2012,16
2013,17
2014,15
2015,14
2016,13
2017,14
2018,13
2019,12
2020,10
2021,12
2022,13
2023,13
2024,..
2025,..
