Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,3.1
1991,3.1
1992,3
1993,3
1994,2.9
1995,2.8
1996,2.7
1997,2.6
1998,2.5
1999,2.4
2000,2.3
2001,2.1
2002,2
2003,1.9
2004,1.8
2005,1.7
2006,1.7
2007,1.6
2008,1.5
2009,1.5
2010,1.4
2011,1.4
2012,1.3
2013,1.3
2014,1.3
2015,1.2
2016,1.2
2017,1.2
2018,1.1
2019,1.1
2020,1.1
2021,1
2022,1
2023,0.9
2024,..
2025,..
