Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,6
1997,..
1998,6
1999,..
2000,6
2001,..
2002,7
2003,8
2004,10
2005,11
2006,13
2007,12
2008,13
2009,14
2010,15
2011,15
2012,14
2013,15
2014,12
2015,11
2016,10
2017,9
2018,9
2019,11
2020,10
2021,11
2022,11
2023,11
2024,..
2025,..
