Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,13
1981,26
1982,40
1983,48
1984,49
1985,55
1986,60
1987,68
1988,78
1989,43
1990,73
1991,80
1992,67
1993,110
1994,150
1995,145
1996,203
1997,246
1998,479
1999,738
2000,561
2001,534
2002,615
2003,802
2004,819
2005,891
2006,1040
2007,945
2008,902
2009,1025
2010,1214
2011,927
2012,1020
2013,1572
2014,1006
2015,1029
2016,1098
2017,979
2018,904
2019,865
2020,863
2021,867
2022,..
2023,..
2024,..
2025,..
