Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,5
1997,..
1998,4
1999,..
2000,5
2001,..
2002,6
2003,8
2004,11
2005,11
2006,14
2007,14
2008,13
2009,12
2010,13
2011,14
2012,14
2013,13
2014,12
2015,12
2016,13
2017,13
2018,13
2019,13
2020,12
2021,11
2022,10
2023,9
2024,..
2025,..
