Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,..
2001,..
2002,..
2003,..
2004,..
2005,0.612
2006,0.458
2007,0.518
2008,0.52
2009,0.628
2010,..
2011,..
2012,..
2013,0.255
2014,0.15
2015,0.132
2016,0.151
2017,0.179
2018,0.451
2019,..
2020,..
2021,..
2022,..
2023,0.549
2024,..
2025,..
