Year,Value
1960,55.7001867504027
1961,56.1639992867903
1962,56.2156469787463
1963,55.6499849944704
1964,55.1107011451
1965,54.8966382515764
1966,54.8549915893098
1967,55.0821243529982
1968,55.2999523632204
1969,55.3622561768905
1970,55.4990792417788
1971,55.6064932951812
1972,55.8283546461459
1973,56.032293132207
1974,55.9559697232451
1975,55.8032595195534
1976,55.6974399578865
1977,56.0910950752638
1978,57.2553026214266
1979,58.4878751053275
1980,59.5078014703744
1981,60.4380661313917
1982,61.1638835217888
1983,62.0070416138046
1984,63.0151365727637
1985,63.9107997127674
1986,64.6425548251578
1987,65.1501730889257
1988,65.5518424678098
1989,65.8196987219849
1990,65.8569801882713
1991,65.8978621286935
1992,66.0214936364516
1993,66.1211561522476
1994,66.279873047455
1995,66.5129477763825
1996,66.8238954729028
1997,67.2604374804175
1998,67.6620557036552
1999,68.0124027928449
2000,68.43842782702
2001,68.9801155359775
2002,69.67006217559
2003,70.3774446816481
2004,71.0763188122428
2005,71.815903350805
2006,72.353957155972
2007,72.6173623452205
2008,72.7779121303034
2009,72.856169869084
2010,72.8644787380355
2011,72.7988185445213
2012,72.6134379386083
2013,72.3383307205597
2014,72.0051656801854
2015,71.6284345359877
2016,71.2044525051679
2017,70.6659121055216
2018,70.1553162360731
2019,69.74115264804
2020,69.3999249325134
2021,69.2124049434275
2022,69.0962698960779
2023,69.0943118083391
2024,69.3269188307508
2025,..
