Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0.01
1998,0.01
1999,0.01
2000,0.01
2001,0.01
2002,0.01
2003,0.01
2004,0.01
2005,0.01
2006,0.03
2007,0.02
2008,0.05
2009,0.05
2010,0.05
2011,0.06
2012,0.05
2013,0.06
2014,0.06
2015,0.07
2016,0.07
2017,0.08
2018,0.11
2019,0.11
2020,0.11
2021,0.1
2022,0.1
2023,..
2024,..
2025,..
