Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,4
1997,..
1998,5
1999,..
2000,7
2001,..
2002,7
2003,8
2004,9
2005,9
2006,13
2007,13
2008,13
2009,13
2010,14
2011,15
2012,15
2013,14
2014,14
2015,14
2016,13
2017,13
2018,13
2019,13
2020,12
2021,12
2022,12
2023,12
2024,..
2025,..
