Year,Value
1960,..
1961,..
1962,..
1963,..
1964,..
1965,..
1966,..
1967,..
1968,..
1969,..
1970,..
1971,..
1972,..
1973,..
1974,..
1975,..
1976,..
1977,..
1978,..
1979,..
1980,..
1981,..
1982,..
1983,..
1984,..
1985,..
1986,..
1987,..
1988,..
1989,..
1990,..
1991,..
1992,..
1993,..
1994,..
1995,..
1996,..
1997,..
1998,..
1999,..
2000,0.18
2001,0.1
2002,0.15
2003,0.08
2004,0.12
2005,1.1
2006,0.24
2007,0.21
2008,..
2009,0.13
2010,0.15
2011,0.2
2012,0.31
2013,..
2014,0.17
2015,0.17
2016,0.52
2017,0.45
2018,0.07
2019,0.14
2020,0.3
2021,0.33
2022,..
2023,..
2024,..
2025,..
