Year,Value
1960,81.8
1961,79.3
1962,76.9
1963,74.4
1964,71.7
1965,68.7
1966,65.6
1967,62.3
1968,58.9
1969,55.7
1970,52.6
1971,49.8
1972,47.2
1973,44.8
1974,42.7
1975,40.7
1976,38.9
1977,37.3
1978,35.7
1979,34.3
1980,33
1981,31.8
1982,30.7
1983,29.9
1984,29.3
1985,29
1986,29
1987,29.6
1988,30.2
1989,31
1990,32
1991,32.7
1992,33.2
1993,33.4
1994,33.3
1995,64.3
1996,63.4
1997,62.3
1998,61.4
1999,60.4
2000,59.4
2001,58.6
2002,57.7
2003,27.3
2004,26.8
2005,26.3
2006,25.9
2007,25.6
2008,24.7
2009,23.9
2010,22.9
2011,21.7
2012,20.6
2013,19.3
2014,18.2
2015,17.2
2016,16.5
2017,15.4
2018,14.8
2019,14.3
2020,14.1
2021,14.1
2022,14.3
2023,14.5
2024,..
2025,..
